group_comeback,comment,cleaned_comment,sentiment
ATEEZ_IceOnMyTeeth,My heart stopped here ❤️‍🔥2:35,my heart stopped here,
ATEEZ_IceOnMyTeeth,Your joking this song is released on my birthday 😮❤,your joking this song is released on my birthday,
ATEEZ_IceOnMyTeeth,"You're the one I'm tryna finish>>>3 







As we are alive?
They totally did",youre the one im tryna finish as we are alive they totally did,
ATEEZ_IceOnMyTeeth,This mv is so beautiful,this mv is so beautiful,
ATEEZ_IceOnMyTeeth,The ending is amazing,the ending is amazing,
ATEEZ_IceOnMyTeeth,They are so cool,they are so cool,
ATEEZ_IceOnMyTeeth,"I’m totally obsessed by this MV. The song, the flow, the rythm, their stunning visuals and the so synchro dance. Everything is so cool and I don’t give a damn about the lyrics, cause i’m french and didn’t understood anything 😂",im totally obsessed by this mv the song the flow the rythm their stunning visuals and the so synchro dance everything is so cool and i dont give a damn about the lyrics cause im french and didnt understood anything,
ATEEZ_IceOnMyTeeth,Make it rain,make it rain,
ATEEZ_IceOnMyTeeth,"This whole MV has me on my knees, this song is being on repeat since it came out GOOD LORD",this whole mv has me on my knees this song is being on repeat since it came out good lord,
ATEEZ_IceOnMyTeeth,Lets move on to 32 million soon! Fighting!,lets move on to million soon fighting,
ATEEZ_IceOnMyTeeth,OMG.I really love this song 😭🙏🏻,omgi really love this song,
ATEEZ_IceOnMyTeeth,"---I hope you win, we have to unite, come on Atiny, if possible, every grain of sand counts----- .",i hope you win we have to unite come on atiny if possible every grain of sand counts,
ATEEZ_IceOnMyTeeth,"A complete 10/10 videography! Loved the song, the beats, dance, their style, video aesthetic - everything is on point",a complete videography loved the song the beats dance their style video aesthetic everything is on point,
ATEEZ_IceOnMyTeeth,Fighting,fighting,
ATEEZ_IceOnMyTeeth,We can win this,we can win this,
ATEEZ_IceOnMyTeeth,Vote on mubeat for music core !!,vote on mubeat for music core,
ATEEZ_IceOnMyTeeth,"When Mingi says chocolate, why do I think of the song ""Work"" while dressing like Willy Wonka? 😂❤",when mingi says chocolate why do i think of the song work while dressing like willy wonka,
ATEEZ_IceOnMyTeeth,It’s crazy because when finish this video and then go to another ateez video but the universe said I’m not finished listening to this song so I gotta do what the God say and listen to this song another 300 times,its crazy because when finish this video and then go to another ateez video but the universe said im not finished listening to this song so i gotta do what the god say and listen to this song another times,
ATEEZ_IceOnMyTeeth,keep yunho opening ateez songs always because he amazing,keep yunho opening ateez songs always because he amazing,
ATEEZ_IceOnMyTeeth,This is such an ear worm I love it,this is such an ear worm i love it,
ATEEZ_IceOnMyTeeth,"Good Night, See ya' in morning ♡",good night see ya in morning,
ATEEZ_IceOnMyTeeth,Fantasy entering Atiny airspace! 💫,fantasy entering atiny airspace,
ATEEZ_IceOnMyTeeth,I just don't have words to describe how do I feel about this song is just so PERFECT!,i just dont have words to describe how do i feel about this song is just so perfect,
ATEEZ_IceOnMyTeeth,"Here supporting the pirates with everything possible, cheer up Atiny",here supporting the pirates with everything possible cheer up atiny,
ATEEZ_IceOnMyTeeth,atiny please dont support the ai fancalls! <33,atiny please dont support the ai fancalls,
ATEEZ_IceOnMyTeeth,MINGI GUAPO ♡♡♡ ICE ON MY TEETH,mingi guapo ice on my teeth,
ATEEZ_IceOnMyTeeth,"cried watching this masterpiece, love u ateez",cried watching this masterpiece love u ateez,
ATEEZ_IceOnMyTeeth,31 261... Enough!,enough,
ATEEZ_IceOnMyTeeth,I bought diamonds at my dentist ~,i bought diamonds at my dentist,
ATEEZ_IceOnMyTeeth,It’s good man,its good man,
ATEEZ_IceOnMyTeeth,It’s good man🎉,its good man,
ATEEZ_IceOnMyTeeth,missed opportunity coulda put them on some grill,missed opportunity coulda put them on some grill,
ATEEZ_IceOnMyTeeth,"❤❤❤❤❤❤ lots of love from India

Love u ateez ❤❤❤",lots of love from india love u ateez,
ATEEZ_IceOnMyTeeth,Please atiny vote on mubeat,please atiny vote on mubeat,
ATEEZ_IceOnMyTeeth,"Plz tell me ""you're the one i'm tryna finish""  It means?? I'm sorry....i don't get it🙏",plz tell me youre the one im tryna finish it means im sorryi dont get it,
ATEEZ_IceOnMyTeeth,My ateez,my ateez,
ATEEZ_IceOnMyTeeth,We are doing great with the mv ;),we are doing great with the mv,
ATEEZ_IceOnMyTeeth,Let’s give them at least one win this comeback !,lets give them at least one win this comeback,
ATEEZ_IceOnMyTeeth,Atinys please help us vote on mubeat for music core !! We need you,atinys please help us vote on mubeat for music core we need you,
ATEEZ_IceOnMyTeeth,I love the mv so much,i love the mv so much,
ATEEZ_IceOnMyTeeth,Catchy song,catchy song,
ATEEZ_IceOnMyTeeth,"THE BEST FK MV EVER, LOVE THIS¡¡¡¡¡¡¡¡¡¡¡¡¡!!!!!!!!!!!!",the best fk mv ever love this,
ATEEZ_IceOnMyTeeth,theyre crazy good,theyre crazy good,
ATEEZ_IceOnMyTeeth,Koreans have finally entered their trill era. #paulwall,koreans have finally entered their trill era,
ATEEZ_IceOnMyTeeth,"215k
Fighting ♡",k fighting,
ATEEZ_IceOnMyTeeth,Wow just as expected from ateez 🫶 seonghwa part really choked me fr  😳,wow just as expected from ateez seonghwa part really choked me fr,
ATEEZ_IceOnMyTeeth,Terngiang ngiang ice on my teeth..,terngiang ngiang ice on my teeth,
ATEEZ_IceOnMyTeeth,Why is this video 10hours long🥵😩,why is this video hours long,
ATEEZ_IceOnMyTeeth,If you can still get the album please buy in person! We’re free falling off the BB chart,if you can still get the album please buy in person were free falling off the bb chart,
ATEEZ_IceOnMyTeeth,hi boss dito n nmn em,hi boss dito n nmn em,
ATEEZ_IceOnMyTeeth,Love it no no like love this no no iam obsessed with this ✨,love it no no like love this no no iam obsessed with this,
ATEEZ_IceOnMyTeeth,Why i cannot watch only this song in Russia???,why i cannot watch only this song in russia,
ATEEZ_IceOnMyTeeth,but ateez the best 🧡🎻,but ateez the best,
ATEEZ_IceOnMyTeeth,PLEASE ATINY VOTE FOR ATEEZ'S ATINY FOR TOP KPOP FAN ARMY POLLS  ON BBMAs please please vote there !!!!,please atiny vote for ateezs atiny for top kpop fan army polls on bbmas please please vote there,
ATEEZ_IceOnMyTeeth,bro they look like mafias,bro they look like mafias,
ATEEZ_IceOnMyTeeth,"Good night❤Atinys
Thank you for all your support😊
JAM here",good nightatinys thank you for all your support jam here,
ATEEZ_IceOnMyTeeth,I'm not Atiny but the vibe got me here. It's so good it's the vibe yeah 🎉❤👍,im not atiny but the vibe got me here its so good its the vibe yeah,
ATEEZ_IceOnMyTeeth,"As dentist assistant, the part ""i bought diamonds  at my dentist "" I agree  with cause getting  thouse is really really expensive 😂😂😂😂😂😂😂",as dentist assistant the part i bought diamonds at my dentist i agree with cause getting thouse is really really expensive,
ATEEZ_IceOnMyTeeth,I like the ballet,i like the ballet,
ATEEZ_IceOnMyTeeth,"I watched a reaction by 2 Korean girls (they have English subs) , I really liked their reaction but mentioned they didn't know Ateez had debuted 6 years ago because they had never heard of them before Bouncy. So I thought if we visited their channel and asked them to react to their Killing voice maybe more Korean people would get to know about them. It's just a thought. In case you want to see their reaction the channel is MUMUTO .",i watched a reaction by korean girls they have english subs i really liked their reaction but mentioned they didnt know ateez had debuted years ago because they had never heard of them before bouncy so i thought if we visited their channel and asked them to react to their killing voice maybe more korean people would get to know about them its just a thought in case you want to see their reaction the channel is mumuto,
ATEEZ_IceOnMyTeeth,Omg I love you all 😅😢🎉❤,omg i love you all,
ATEEZ_IceOnMyTeeth,"Wow, 'Ice on my teeth' is one of the best solo amazing 😍 K-pop (ATEEJ) I love it.🎉💓♥️❤️😍",wow ice on my teeth is one of the best solo amazing kpop ateej i love it,
ATEEZ_IceOnMyTeeth,YESSSS THE LEADER IS BACK 💚🐥🔥,yessss the leader is back,
ATEEZ_IceOnMyTeeth,Nice song love it,nice song love it,
ATEEZ_IceOnMyTeeth,"As a hip hop lover, rhyming tennis with tennis is LAZY!!! Its such a good song and the chorus rhyme scheme needs to match that! Great visuals as always though 🤌👍",as a hip hop lover rhyming tennis with tennis is lazy its such a good song and the chorus rhyme scheme needs to match that great visuals as always though,
ATEEZ_IceOnMyTeeth,Good morning and yay 31 million!,good morning and yay million,
ATEEZ_IceOnMyTeeth,ateez what's 4+4?,ateez whats,
ATEEZ_IceOnMyTeeth,"111k. Happy 31million!🎊
Have a beautiful Wednesday, Atiny. Jensetter here!💙
Mantra x Ice On My Teeth",k happy million have a beautiful wednesday atiny jensetter here mantra x ice on my teeth,
ATEEZ_IceOnMyTeeth,"People keep searching for lucinta luna in the comments. 🤭
Someone did a pirate work by making an edit of her and this mv, lured everyone here.
P.S. Indonesian atiny, my respects to you. 😸",people keep searching for lucinta luna in the comments someone did a pirate work by making an edit of her and this mv lured everyone here ps indonesian atiny my respects to you,
ATEEZ_IceOnMyTeeth,"Have a great day, Atiny! Choice here :)",have a great day atiny choice here,
ATEEZ_IceOnMyTeeth,SANNNN ITS BEEN 2 WEEKSSS WHAT IM STILL ATTACEHDJDKNDKSJ,sannnn its been weeksss what im still attacehdjdkndksj,
ATEEZ_IceOnMyTeeth,"What's the cutest thing you saw today?
Video of IOMT mansion made with animal crossing. 😊",whats the cutest thing you saw today video of iomt mansion made with animal crossing,
ATEEZ_IceOnMyTeeth,"FANTASY comes to check if the diamonds are still in place. Have a great day, ATINY friends.
🎶ICE ON MY TEETH x DWBH🎶
ATEEZ x SF9",fantasy comes to check if the diamonds are still in place have a great day atiny friends ice on my teeth x dwbh ateez x sf,
ATEEZ_IceOnMyTeeth,Ice on my teeth ❤,ice on my teeth,
ATEEZ_IceOnMyTeeth,Ohhhh so hot😮,ohhhh so hot,
ATEEZ_IceOnMyTeeth,I’M OBSESSED,im obsessed,
ATEEZ_IceOnMyTeeth,Kpop Peaky Blinders ahh vibe,kpop peaky blinders ahh vibe,
ATEEZ_IceOnMyTeeth,I need another like button. I would like to press it million times ❤❤❤,i need another like button i would like to press it million times,
ATEEZ_IceOnMyTeeth,"What a refreshing concept.

Bad boys ❌
Villainous mafia CEO ✅

Need to see more mature Men concepts in K-pop",what a refreshing concept bad boys villainous mafia ceo need to see more mature men concepts in kpop,
ATEEZ_IceOnMyTeeth,"31M! Congrats! Atinys🎉
So addictive ❤ (JAM♡）",m congrats atinys so addictive jam,
ATEEZ_IceOnMyTeeth,It is a crime that we don't have a studio choom version of this,it is a crime that we dont have a studio choom version of this,
ATEEZ_IceOnMyTeeth,They have the best vocals and rap line❤️🔥,they have the best vocals and rap line,
ATEEZ_IceOnMyTeeth,"Carat right heree>_<

Ateez 'Ice On My Teeth' x Seventeen 'Love Money Fame'",carat right heree ateez ice on my teeth x seventeen love money fame,
ATEEZ_IceOnMyTeeth,"GUYS GET ON MUBEAT NOW, WIDEN THE GAP MORE!!! GOGOGO!!",guys get on mubeat now widen the gap more gogogo,
ATEEZ_IceOnMyTeeth,Join ststionhead Atinys for streeming party🥰,join ststionhead atinys for streeming party,
ATEEZ_IceOnMyTeeth,"Don't forget to visit Answer, only 6M left for 100M :)",dont forget to visit answer only m left for m,
ATEEZ_IceOnMyTeeth,Eat more chocolate according to Mingi 😂,eat more chocolate according to mingi,
ATEEZ_IceOnMyTeeth,Their visuals for this comeback just crazily good❤ happy 31M🎉,their visuals for this comeback just crazily good happy m,
ATEEZ_IceOnMyTeeth,Eyes on Hong Joong's white teeth 🪥😂,eyes on hong joongs white teeth,
ATEEZ_IceOnMyTeeth,Swing by Answer ❤,swing by answer,
ATEEZ_IceOnMyTeeth,Yall i can proudly say that I am probably 100 of the 31 million views on this mv. In the spirit of thanksgiving...  i am very grateful for this piece of art lol,yall i can proudly say that i am probably of the million views on this mv in the spirit of thanksgiving i am very grateful for this piece of art lol,
ATEEZ_IceOnMyTeeth,"Congrats on 31M
Ice On My Teeth × What U say 
ATEEZ × Kim Woojin",congrats on m ice on my teeth what u say ateez kim woojin,
ATEEZ_IceOnMyTeeth,CONTINUE UNTIL THE END,continue until the end,
ATEEZ_IceOnMyTeeth,cant get it out of my head😅 ❤❤,cant get it out of my head,
ATEEZ_IceOnMyTeeth,its like chocolate??? they so purposely gave that TO MINGIIII😭❤,its like chocolate they so purposely gave that to mingiiii,
ATEEZ_IceOnMyTeeth,Mubeat voting music core ongoing 🏃🏻‍♀️,mubeat voting music core ongoing,
ATEEZ_IceOnMyTeeth,Morning!!! Let's do our best today too :),morning lets do our best today too,
ATEEZ_IceOnMyTeeth,little by little Ateez will get there,little by little ateez will get there,
ATEEZ_IceOnMyTeeth,"""Ice On My Teeth, Ice On My Teeth for my white tee"" we say in unison☝",ice on my teeth ice on my teeth for my white tee we say in unison,
ATEEZ_IceOnMyTeeth,Hello atiny! Midzy here to support!! Let's get 32M!!! Ice on my teeth x gold!!,hello atiny midzy here to support lets get m ice on my teeth x gold,
ATEEZ_IceOnMyTeeth,Ateez won the Music Bank Pre voting. I hope they'll receive their 1st ever win for this comeback this coming Friday.,ateez won the music bank pre voting i hope theyll receive their st ever win for this comeback this coming friday,
ATEEZ_IceOnMyTeeth,Good morning Atinys and friends❤Wish you all a wounderful wednesday❤,good morning atinys and friendswish you all a wounderful wednesday,
ATEEZ_IceOnMyTeeth,3:17 San why that look SCARES me?🙂🙂🙂🙂,san why that look scares me,
NCTDREAM_WhenImWithYou,Its been 13 days since it released time fly so fast😢,its been days since it released time fly so fast,neutral
NCTDREAM_WhenImWithYou,Day and night with you,day and night with you,positive
NCTDREAM_WhenImWithYou,When I’m with dream 🥰🩵🩵🩵🩵,when im with dream,positive
NCTDREAM_WhenImWithYou,"Everything about this song is beautiful, thank you nct dream for always giving us masterpieces",everything about this song is beautiful thank you nct dream for always giving us masterpieces,positive
NCTDREAM_WhenImWithYou,Thankyou for being 7 and sing this beautiful song!!!!!! Thankyou for always happy and healthy dreamies you guys really human medicine ❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉 wishing this album successfully and i will wait 7dreamies in TDS4 Concert in jakarta!! I wish i have a chance to meet 7dreamies again!!,thankyou for being and sing this beautiful song thankyou for always happy and healthy dreamies you guys really human medicine wishing this album successfully and i will wait dreamies in tds concert in jakarta i wish i have a chance to meet dreamies again,positive
NCTDREAM_WhenImWithYou,OYY AYUKKK STREAM PLIS,oyy ayukkk stream plis,neutral
NCTDREAM_WhenImWithYou,NCT DREAM is the best,nct dream is the best,positive
NCTDREAM_WhenImWithYou,Congrasttt❤🎉,congrasttt,positive
NCTDREAM_WhenImWithYou,Sugohesso,sugohesso,positive
NCTDREAM_WhenImWithYou,Kecanduan when im with you,kecanduan when im with you,positive
NCTDREAM_WhenImWithYou,likes are increasing as well<33,likes are increasing as well,positive
NCTDREAM_WhenImWithYou,Fighting for 11M ~~✓,fighting for m,neutral
NCTDREAM_WhenImWithYou,"Coming from Nopogy 😅 just had time to stay on the internet. Well i agree with Shownu, its catchy indeed.",coming from nopogy just had time to stay on the internet well i agree with shownu its catchy indeed,positive
NCTDREAM_WhenImWithYou,Come on guys,come on guys,neutral
NCTDREAM_WhenImWithYou,Don't forget to listen to the song on all music platforms,dont forget to listen to the song on all music platforms,neutral
NCTDREAM_WhenImWithYou,"always listen to this song wherever... let's watch and listen to this MV often, we can definitely give a lot of wins to 7dream as long as we stay consistent",always listen to this song wherever lets watch and listen to this mv often we can definitely give a lot of wins to dream as long as we stay consistent,neutral
NCTDREAM_WhenImWithYou,dont forget to vote dream on allchart pre voting guys,dont forget to vote dream on allchart pre voting guys,neutral
NCTDREAM_WhenImWithYou,"Let's be consistent str3ming again, 11M let's go guys fighting",lets be consistent strming again m lets go guys fighting,neutral
NCTDREAM_WhenImWithYou,"I just met them and I already loved them, I loved the songs, they're great, I'm from Brazil, they've gone far",i just met them and i already loved them i loved the songs theyre great im from brazil theyve gone far,positive
NCTDREAM_WhenImWithYou,Still here for Dreamies,still here for dreamies,positive
NCTDREAM_WhenImWithYou,fighting. everyone!!,fighting everyone,positive
NCTDREAM_WhenImWithYou,Sad :( but its okay,sad but its okay,positive
NCTDREAM_WhenImWithYou,Keep streaming guys for 7 dreams..,keep streaming guys for dreams,neutral
NCTDREAM_WhenImWithYou,"Sedih ,, Mian dreams ..",sedih mian dreams,
NCTDREAM_WhenImWithYou,MC Jeno is back.,mc jeno is back,neutral
NCTDREAM_WhenImWithYou,PLISS AYO TTP STREAM GYUS,pliss ayo ttp stream gyus,
NCTDREAM_WhenImWithYou,I can feel that jisung is shining so bright with his voice. And he singing😭😭 soo coool❤,i can feel that jisung is shining so bright with his voice and he singing soo coool,positive
NCTDREAM_WhenImWithYou,The choreo honestly looks so fun! Def teaching this one in studio 💚,the choreo honestly looks so fun def teaching this one in studio,positive
NCTDREAM_WhenImWithYou,waiting behind the scene,waiting behind the scene,neutral
NCTDREAM_WhenImWithYou,Day and night i think about dreamies <3,day and night i think about dreamies,positive
NCTDREAM_WhenImWithYou,"guys, for the  next comeback we need the 2021-2022 spirit for nct dream .. at least 20M for their mvs in the first 24hs!!!!",guys for the next comeback we need the spirit for nct dream at least m for their mvs in the first hs,neutral
NCTDREAM_WhenImWithYou,"혼자보단 둘이 좋아
둘이 보다 너가 좋아
You know what i mean
(재민!)",you know what i mean,positive
NCTDREAM_WhenImWithYou,when I'm with you I'm so blind 🥰🥰🥰,when im with you im so blind,positive
NCTDREAM_WhenImWithYou,best vocal with 7visual,best vocal with visual,positive
NCTDREAM_WhenImWithYou,Is there anyone? Keep your spirits up!!,is there anyone keep your spirits up,positive
NCTDREAM_WhenImWithYou,When I'm with you ♡˖꒰ᵕ༚ᵕ⑅꒱,when im with you,positive
NCTDREAM_WhenImWithYou,"I’m an army & stay, not their fan but it’s heartbreaking and so sad to see tiktoks and twt hating (and it’s their fans that are hating wtf😢). Like I’m sure they worked hard for the comeback, even though it’s not idk maybe what their fan expected but please respect these boys 😭 idols are also human guyss 🥺 if you don’t like the song just stfu and support them. You guys are their Goddamn fan gosh, you are supposed to be their number 1 supporter wtf 😭",im an army stay not their fan but its heartbreaking and so sad to see tiktoks and twt hating and its their fans that are hating wtf like im sure they worked hard for the comeback even though its not idk maybe what their fan expected but please respect these boys idols are also human guyss if you dont like the song just stfu and support them you guys are their goddamn fan gosh you are supposed to be their number supporter wtf,positive
NCTDREAM_WhenImWithYou,WIWY 3rd win on Music Core! 🎉,wiwy rd win on music core,neutral
NCTDREAM_WhenImWithYou,lets c0mment on amazing saturday dream song and tell everyone esp knets that all dreams songs are so amazing,lets cmment on amazing saturday dream song and tell everyone esp knets that all dreams songs are so amazing,positive
NCTDREAM_WhenImWithYou,22 Nov 2024 Happy birthday to Chenle.,nov happy birthday to chenle,neutral
NCTDREAM_WhenImWithYou,keep watching their mv please,keep watching their mv please,neutral
NCTDREAM_WhenImWithYou,"Stream pls, otw 11M",stream pls otw m,neutral
NCTDREAM_WhenImWithYou,Why it go up so slowlu,why it go up so slowlu,negative
NCTDREAM_WhenImWithYou,Did y'all still stream?? If you do i want say thank you and fighting for 11M 😊🩵💛💙❤️🩷🧡💚,did yall still stream if you do i want say thank you and fighting for m,neutral
NCTDREAM_WhenImWithYou,Fighting!!,fighting,positive
NCTDREAM_WhenImWithYou,almost 450like.. lets keep strming and use mubank performance this week as filler,almost like lets keep strming and use mubank performance this week as filler,neutral
NCTDREAM_WhenImWithYou,"Keep streaming guys! Let's go to win next mushow, fighting for 7dream!",keep streaming guys lets go to win next mushow fighting for dream,neutral
NCTDREAM_WhenImWithYou,Let's go to 11M,lets go to m,neutral
NCTDREAM_WhenImWithYou,This song is so amazing,this song is so amazing,positive
NCTDREAM_WhenImWithYou,Im not myself when im with you,im not myself when im with you,neutral
NCTDREAM_WhenImWithYou,best song of the year!,best song of the year,positive
NCTDREAM_WhenImWithYou,im here again after the 3rd winn😭,im here again after the rd winn,neutral
NCTDREAM_WhenImWithYou,"Congrast for nct dream and dreamzen
We can do it",congrast for nct dream and dreamzen we can do it,
NCTDREAM_WhenImWithYou,I'm back,im back,
NCTDREAM_WhenImWithYou,kereen ... third win,kereen third win,
NCTDREAM_WhenImWithYou,congrats on your third wins dreamiesss,congrats on your third wins dreamiesss,
NCTDREAM_WhenImWithYou,This song is such a masterpiece 🔥🔥 I can't stop listening to it helpp(bros done making me obsessed)😭,this song is such a masterpiece i cant stop listening to it helppbros done making me obsessed,
NCTDREAM_WhenImWithYou,Happy 3rd win with WIWY,happy rd win with wiwy,
NCTDREAM_WhenImWithYou,please watch music bank performance a lot to add our broadcast points,please watch music bank performance a lot to add our broadcast points,
NCTDREAM_WhenImWithYou,lets go all out for next week,lets go all out for next week,
NCTDREAM_WhenImWithYou,"Guys lets streaming again, just a little and 11 M!!.... Go go go",guys lets streaming again just a little and m go go go,
NCTDREAM_WhenImWithYou,WIWY 3rd win we cheered!!!!,wiwy rd win we cheered,
NCTDREAM_WhenImWithYou,4th WIN FOR DREAMIES!!! LET'S STR3AMMM GUYSSSS,th win for dreamies lets strammm guyssss,
NCTDREAM_WhenImWithYou,"congrats dreamies, hwaiting dreamzen!",congrats dreamies hwaiting dreamzen,
NCTDREAM_WhenImWithYou,Congrats 7 Dream🎉🎉,congrats dream,
NCTDREAM_WhenImWithYou,Jisung with his bag.,jisung with his bag,
NCTDREAM_WhenImWithYou,3rd win! Congrats Dreamies,rd win congrats dreamies,
NCTDREAM_WhenImWithYou,Fighting for 4🏆,fighting for,
NCTDREAM_WhenImWithYou,THIS IS REALLY CUTE HELP!!!,this is really cute help,
NCTDREAM_WhenImWithYou,nct dream WIWY 3rd WIN !! YEYY,nct dream wiwy rd win yeyy,
NCTDREAM_WhenImWithYou,Let's make them win more music shows let's go let's go. Jeno is mc we need to win.. Keep streaming,lets make them win more music shows lets go lets go jeno is mc we need to win keep streaming,
NCTDREAM_WhenImWithYou,"CONGRATS 7DREAM 🏆🩵🩵🩵

WHEN I'M WITH YOU 3RD WIN
WhenImWithYou3rdWin 
NCTDREAM43rdWin",congrats dream when im with you rd win whenimwithyourdwin nctdreamrdwin,
NCTDREAM_WhenImWithYou,The 7 of us dance. The song is the best! It's refreshing and I love it,the of us dance the song is the best its refreshing and i love it,
NCTDREAM_WhenImWithYou,Menikmati hujan sambil nonton when i'm with you~~,menikmati hujan sambil nonton when im with you,
NCTDREAM_WhenImWithYou,NA JAEMIN,na jaemin,
NCTDREAM_WhenImWithYou,"I've replaying this album two weeks,  such a great album in 2024！！！",ive replaying this album two weeks such a great album in,
NCTDREAM_WhenImWithYou,D-15 when i'm with 7dream,d when im with dream,
NCTDREAM_WhenImWithYou,"Congratulations! 1ST WIN @ SHOW CHAMPION 11.20.24

2ND WIN @ MUSIC BANK 11.22.24
3RD WIN @ MUSIC CORE 11.23.24
4TH WIN?",congratulations st win show champion nd win music bank rd win music core th win,
NCTDREAM_WhenImWithYou,So obsessed with this song,so obsessed with this song,
NCTDREAM_WhenImWithYou,Like this song ❤❤,like this song,
NCTDREAM_WhenImWithYou,Love nct❤❤❤,love nct,
NCTDREAM_WhenImWithYou,ANYONE STILL STREAM THIS MASTERPIECE?????,anyone still stream this masterpiece,
NCTDREAM_WhenImWithYou,congratulations Dreamies,congratulations dreamies,
NCTDREAM_WhenImWithYou,fan choice male,fan choice male,
NCTDREAM_WhenImWithYou,NCT Dream <3,nct dream,
NCTDREAM_WhenImWithYou,"the way the mv is only gonna have 1m new views this week, how did that happen? did everyone just collectively give up on streaming?",the way the mv is only gonna have m new views this week how did that happen did everyone just collectively give up on streaming,
NCTDREAM_WhenImWithYou,replayyyy teruss,replayyyy teruss,
NCTDREAM_WhenImWithYou,"Love all NCT it doesn't matter if it's 127, Dream, WayV or Wish. Stream When I'm With You - High Five - Steady - Walk <3",love all nct it doesnt matter if its dream wayv or wish stream when im with you high five steady walk,
NCTDREAM_WhenImWithYou,fighting,fighting,
NCTDREAM_WhenImWithYou,"2:44 CHENLE Bridge, Let's go",chenle bridge lets go,
NCTDREAM_WhenImWithYou,let’s go for third win!!!!,lets go for third win,
NCTDREAM_WhenImWithYou,2:57 haechan's falsetto-ish highnote here ascends me to heaven ya'll,haechans falsettoish highnote here ascends me to heaven yall,
NCTDREAM_WhenImWithYou,renjun the best!!,renjun the best,
NCTDREAM_WhenImWithYou,anyways congratulations dreamies. we're always proud of you!!,anyways congratulations dreamies were always proud of you,
NCTDREAM_WhenImWithYou,it's been 10.7 since yesterday... i think yt  freez3 the vlews :(( let's censore the word str3@m pls! idk anymore this isn't like this for the first week,its been since yesterday i think yt freez the vlews lets censore the word str pls idk anymore this isnt like this for the first week,
NCTDREAM_WhenImWithYou,don't count them as old kpop group but count them as best successful young boys group from their teenagers times to still and yes still they are very young....... 🍻 cheers 🍻,dont count them as old kpop group but count them as best successful young boys group from their teenagers times to still and yes still they are very young cheers,
NCTDREAM_WhenImWithYou,"Precious memories happening today...
Jaemin MC, Chenle BD, WIWY 2nd Win & MAMA fan choice!!!
Take care of your health too, my Dreamies!!!!",precious memories happening today jaemin mc chenle bd wiwy nd win mama fan choice take care of your health too my dreamies,
NCTDREAM_WhenImWithYou,"Chenle birthday, jaemin mc, dream mushow 2nd trophies, mama fan's choice 🥹🥹 best day ever",chenle birthday jaemin mc dream mushow nd trophies mama fans choice best day ever,
NCTDREAM_WhenImWithYou,"This album is great, we hope our 7dreams are happy.

NCT DREAM never loses ♡🩷🩷",this album is great we hope our dreams are happy nct dream never loses,
NCTDREAM_WhenImWithYou,"Happy birthday Chenle, we love you!",happy birthday chenle we love you,
NCTDREAM_WhenImWithYou,YESSSSSS !!!!! IM BLIND TOO BECAUSE OF YOU AND UR CRAZY VISUALS 😂,yessssss im blind too because of you and ur crazy visuals,
NCTDREAM_WhenImWithYou,"Come on, everyone, we can do it!!!",come on everyone we can do it,
NCTDREAM_WhenImWithYou,Congratulations 7DREAM for winning 2024 MAMA FANS' CHOICE MALE,congratulations dream for winning mama fans choice male,
NCTDREAM_WhenImWithYou,nct dreammmmm congratulatiooooonnnnn,nct dreammmmm congratulatiooooonnnnn,
NCTDREAM_WhenImWithYou,happy 23rd birthday chenle,happy rd birthday chenle,
NCTDREAM_WhenImWithYou,"There is a feeling of happiness that cannot be described when we successfully bring home the trophy for 7DREAM.

So, let's gather our energy again! Fight as hard as you can, so that the regrets are as minimal as possible.

Congratulations 7DREAM & DREAMzens!

Happy birthday our angel, CHENLE!",there is a feeling of happiness that cannot be described when we successfully bring home the trophy for dream so lets gather our energy again fight as hard as you can so that the regrets are as minimal as possible congratulations dream dreamzens happy birthday our angel chenle,
